_id,amount,brand,category,description,price,stock,tipo,url
"""66a115d24f72b759c7984343""",canela,molida,alicante,20g,1150,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721832914/ywrq22yudwtwvgymgcm8.webp,true
"""66a115e64f72b759c7984344""",coco,rallado,alicante,50g,950,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721832933/ixmg6sekcbqx65lgsgu6.webp,true
"""66a116104f72b759c7984345""","condimento para ",carnes,alicante,25g,1000,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721832976/tbebgv63kteepzopzuuy.webp,true
"""66a116294f72b759c7984346""",ajo,triturado deshidratado,alicante,50g,1170,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721833000/z8dzoxg4ejmtkk2heea9.webp,true
"""66a251d24f72b759c7984347""",galleta,coquitas,bagley,250g,890,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721913809/hjua2bxva8webv0saimc.webp,false
"""66a251eb4f72b759c7984348""",galleta,rumba,bagley,110g,1050,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721913835/jlmadwnemughnr5cnz5j.webp,true
"""66a252104f72b759c7984349""",galleta,traviata x 3,bagley,324g,1250,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721913871/vatnctouxvqakdutdhef.webp,true
"""66a252314f72b759c798434a""",galleta,"porteñitas ",bagley,139g,710,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721913904/mxnovwmk2uerpkzjyzbh.webp,false
"""66a2524a4f72b759c798434b""",galleta,amor,bagley,110g,1050,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721913929/n7day15dddzsv1qi3xs1.webp,true
"""66a2525d4f72b759c798434c""",galleta,mellizas,bagley,110g,1050,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721913949/sx92egkrlx4swphbsoeb.webp,true
"""66a252974f72b759c798434d""",galleta,traviata pack x 5,bagley,541g,1600,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721914006/npa5kzvvfjapdrmal9jv.webp,false
"""66a252be4f72b759c798434e""",galleta,surtido,bagley,400g,2050,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721914046/nwuzn1udnfuapctrgrtt.webp,true
"""66a258594f72b759c798434f""","salsa de ",champignones,alicante,35g,2500,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915481/fyukimtxg4ndyoffqqc2.webp,true
"""66a258694f72b759c7984350""","salsa de ",4 quesos,alicante,35g,1510,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915497/xtbbft3lr125dcwppzdd.webp,true
"""66a258894f72b759c7984351""",cocina en bolsa,finas hierbas,alicante,30g,1700,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915529/uzl8sgby4lezlknp1kp3.webp,false
"""66a258984f72b759c7984352""",cocina en bolsa,pimenton,alicante,30g,1700,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915543/sppgfxqfud9g6ufgqshv.webp,false
"""66a258ac4f72b759c7984353""",cocina en bolsa,albahaca y ajo,alicante,30g,1700,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915564/lobfmms1uljgvsyioi8x.webp,false
"""66a258c74f72b759c7984354""",cocina en bolsa,barbacoa,alicante,30g,1700,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915590/b32ulavkxaofwlgjjmf1.webp,false
"""66a258dd4f72b759c7984355""",cocina en bolsa,mostaza y miel,alicante,30g,1700,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915613/bfqmhwhj2u7gbnzta7yv.webp,false
"""66a258ea4f72b759c7984356""",cocina en bolsa,criolla,alicante,30g,1700,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915626/pmynqwzdu76ejsawh7ej.webp,false
"""66a259c34f72b759c7984358""",filtros de papel,para cafe,la virginia,40 unidades,3600,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915843/feuzvqrxdxvlzz0q0dha.webp,true
"""66a25a024f72b759c7984359""",yerba,boldo y poleo,don arregui,500g,1700,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915905/dmxa1iaybyvfrmgdtk9g.webp,true
"""66a25a0d4f72b759c798435a""",yerba,burrito,don arregui,500g,1700,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915917/qmfxvvp8mrorcocexdhq.webp,true
"""66a25a1e4f72b759c798435b""",yerba,cedron,don arregui,500g,1700,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915934/xvzz6hb79rhjaz41gj1s.webp,true
"""66a25a304f72b759c798435c""",yerba,menta,don arregui,500g,1700,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915951/lhohitsyen5wauibvkbz.webp,true
"""66a25a454f72b759c798435d""",yerba,peperina,don arregui,500g,1700,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915973/jnrukogbhiqgfa36m5ye.webp,true
"""66a25a5c4f72b759c798435e""",yerba,compuesta,don arregui,500g,1700,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721915996/wbzmic28lx5dwjwmbvad.webp,true
"""66a25ab34f72b759c798435f""",salsa,blanca,alicante,40g,1170,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916082/swud0o9htd7p8jpn5srx.webp,true
"""66a25ad84f72b759c7984360""",pimienta negra,en grano,alicante,25g,1100,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916120/luvo6thawqhmqnbvchqh.webp,true
"""66a25ae94f72b759c7984361""",pimienta negra,molida,alicante,25g,1200,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916136/rotnabm5y7shiwzednkp.webp,true
"""66a25b514f72b759c7984362""",nuez moscada,molida,alicante,25g,1900,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916240/yeteuxw2p2ajl5ht9lli.webp,true
"""66a25b6e4f72b759c7984363""",especia,albahaca,alicante,25g,800,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916269/hgsxss9ab9ygjxmdkqqm.webp,true
"""66a25b994f72b759c7984364""",condimento para,arroz,alicante,25g,850,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916313/m2rd8ax6m2vwl7nieoir.webp,true
"""66a25c174f72b759c7984365""","té ",relajar,la virginia,25 saquitos,1800,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1721916438/dgr3bcieqsu9x4wcua9k.webp,true
"""66a7b4154f72b759c7984366""",rollo de cocina,clasico,sussex,"3 rollos ",1700,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722266645/yiycwcmidvvak4rehvyo.webp,true
"""66a7b4604f72b759c7984367""",té,mate cocido,litoral,25 saquitos,1450,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722266720/pckqpipwv6asvqmktkvw.webp,true
"""66a7b9474f72b759c7984368""",veggie snacks,barbacoa,granix,45g,750,snacks,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722267975/w72woe0vo0dov7wwlaql.webp,true
"""66a7b9554f72b759c7984369""",veggie snacks,finas hierbas,granix,45g,750,snacks,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722267989/wvihrafp3xkuwphrdava.webp,true
"""66a7b9634f72b759c798436a""",veggie snacks,pizza,granix,45g,750,snacks,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268003/husyaepmvumoc4vdqfe6.webp,true
"""66a7b9724f72b759c798436b""",veggie snacks,cebolla,granix,45g,750,snacks,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268017/qqrhdvqlqdbqtzmaeqpx.webp,true
"""66a7b9af4f72b759c798436c""",galleta,vainilla,granovita granix,143g,830,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268078/qip3dwnwuoblht5vnu9o.webp,true
"""66a7b9ba4f72b759c798436d""",galleta,limon,granovita granix,143g,830,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268090/kuljoouaznbwiieejhbr.webp,true
"""66a7b9c64f72b759c798436e""",galleta,coco,granovita granix,143g,850,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268101/lhciesnswqehkc2yjn5z.webp,true
"""66a7b9da4f72b759c798436f""",galleta,algarroba,granovita granix,143g,830,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268122/tvkx2rhrunsthhcxg84u.webp,true
"""66a7ba084f72b759c7984370""",galleta,"avena, chía y lino",frutigran granix,260g,1280,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268168/iyu4dulajxacpehxvbrd.webp,true
"""66a7ba614f72b759c7984371""",galleta,"sesamo, amaranto y girasol",frutigran granix,260g,1280,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268256/wizgnw01upxtt2xn9md7.webp,true
"""66a7baa94f72b759c7984372""",galleta,trigo y avena con frutas tropicales,frutigran granix,260g,1850,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268329/s6ck6dv9s5iyyvvzzpwa.webp,true
"""66a7bada4f72b759c7984373""",galleta,trigo y avena con frutos rojos,frutigran granix,260g,1950,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268378/drucagir8qov8y6adru3.webp,true
"""66a7bb104f72b759c7984374""",galleta,surtidas,fiesta granix,350g,1100,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268431/hf5zjnfiwlsodldkjkhc.webp,true
"""66a7bc2e4f72b759c7984375""",sabor en polvo,verdura bajo en sodio,alicante,6g,260,condimentos,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268718/iuwssr9wo0psrsixp9co.webp,true
"""66a7bd1c4f72b759c7984376""",avena,extrafina,granx,400g,2180,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268955/w1b8wlywl08vxocngoaq.webp,true
"""66a7bd464f72b759c7984377""",avena,instantánea,granix,400g,2180,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722268998/iu8kbgqokt1ap2i8muir.webp,true
"""66a7bd5c4f72b759c7984378""",avena,tradicional,granix,400g,2050,almacen,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722269020/ybo2cs25exaryzqmxj0r.webp,true
"""66a7be1a4f72b759c7984379""",detergente,platinum+,magistral,500g,3700,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722269209/wvtgpadxwys0egzqywxi.webp,false
"""66a7be5a4f72b759c798437a""",detergente,ultra limón,magistral,500g,3500,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722269273/nyxjfagpwxx6vkmoupfz.webp,true
"""66a7be7f4f72b759c798437b""",detergente,ultra naranja,zorro,500g,1530,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722269311/imvkjphg8abnr5gcsisp.webp,false
"""66a7be8d4f72b759c798437c""",detergente,ultra limon,zorro,500g,1530,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722269324/b2t7lgoamqoieqy3zca8.webp,false
"""66a7beba4f72b759c798437d""",detergente,bioactive limón,cif,300g,1500,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722269370/nld8uyyilkforcfwmtia.webp,true
"""66aa37ec4f72b759c798437e""","galleta ",sin sal,granix,555g (3 paq),2150,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431467/q0ccqsx0hos2t5yvgkhw.webp,true
"""66aa38214f72b759c798437f""","galleta ","sándwich ",granix,600g (3 paq),2350,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431520/dfer4qh0wuw3llobtzh2.webp,true
"""66aa38494f72b759c7984380""","galleta ","salvado sin sal ",granix,555g (3 paq),2740,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431561/gjudpoupjnpdgp9bbtsq.webp,true
"""66aa386b4f72b759c7984381""","galleta ","salvado ",granix,720g (3 paq),2740,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431595/dxasofpktniy5mz9usqv.webp,true
"""66aa38a44f72b759c7984382""","galleta ",sin sal,granix,140g,720,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431652/fwkjjmyvzibexnwhrntx.webp,true
"""66aa38bc4f72b759c7984383""","galleta ","sándwich ",granix,200g,850,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431675/nqgrhs7ofss8bkjgsj9k.webp,true
"""66aa38cf4f72b759c7984384""","galleta ",salvado sin sal,granix,140g,910,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431695/m5njqeydbo1mi2a1wigs.webp,true
"""66aa38dc4f72b759c7984385""","galleta ",salvado,granix,240g,950,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431707/ge1sb22c9armasympmdr.webp,true
"""66aa39954f72b759c7984386""",fragancia,lavanda,poett,900ml,1490,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431893/h1rtonrfjjkxw3w3ee8d.webp,true
"""66aa39bd4f72b759c7984387""",fragancia,flores de primavera,poett,900ml,1490,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431932/lhhlpaazv14jj0gsbtby.webp,true
"""66aa39dc4f72b759c7984388""",fragancia,"espíritu play ",poett,900ml,1490,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722431964/vns3enlmjkweym5wg7z1.webp,true
"""66aa3a164f72b759c7984389""",fragancia,suavidad de algodon,poett,900ml,1490,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722432021/ozush9tzla2q5qedaws3.webp,true
"""66aa3ac04f72b759c798438a""","desodorante ",72h nutritive,rexona,150ml,2870,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722432191/pybb773e30pjq0cdpsq5.webp,true
"""66aa3adc4f72b759c798438b""","desodorante ",72h active motion,rexona,150ml,2870,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722432219/uiexopymstcqfvz1lbw0.webp,true
"""66aa447c4f72b759c798438c""","desodorante ",72h cotton dry,rexona,150ml,2870,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722434683/gdlejckdmpwie6lcfopb.webp,true
"""66aa45164f72b759c798438d""",espirales,,raid,12 u,1860,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722434837/mcce2k7zk2h3id82iezu.webp,false
"""66aa45814f72b759c798438e""",insecticida,max,raid,360cm,4800,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722434945/w47ghvhi3eub9rgaqvye.webp,false
"""66aa45954f72b759c798438f""",insecticida,sin olor,raid,360cm,5200,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722434965/azwzvaytmobyqwtbm8ij.webp,true
"""66aa45c04f72b759c7984390""",insecticida,"casa y jardín ",raid,360cm,3260,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435008/kl6zrdpvlua7z5gxcfzc.webp,false
"""66aa45f64f72b759c7984391""",insecticida,clacico,raid,360cm3,5200,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435062/i3hpch1bmzbmappkwjwk.webp,true
"""66aa46f64f72b759c7984392""",jugo,multifruta,bc,1 lt,1250,bebidas_sin_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435317/cgqsh8mawg9wi1j6cjsb.webp,false
"""66aa47054f72b759c7984393""",jugo,naranja,bc,1 lt,1250,bebidas_sin_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435333/uws5uu9qaknigk9foobo.webp,false
"""66aa47134f72b759c7984394""",jugo,manzana,bc,1 lt,1250,bebidas_sin_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435347/vghhkmdfciweryxhxz7j.webp,false
"""66aa47244f72b759c7984395""",jugo,manzana,bc,200ml,350,bebidas_sin_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435363/clxv9llo3h0x5curwxdh.webp,false
"""66aa472f4f72b759c7984396""",jugo,naranja,bc,200ml,350,bebidas_sin_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435374/wkxmmjw6zv2jcsvvflku.webp,false
"""66aa473b4f72b759c7984397""",jugo,manzana,bc,200ml,350,bebidas_sin_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435386/y4tlvaiw4gyzfrtzhvrg.webp,false
"""66aa477a4f72b759c7984398""",cafe,original,dolca,50g,3000,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435450/zmswopzew9vg6mjifmps.webp,true
"""66aa47844f72b759c7984399""",cafe,original,dolca,100g,4540,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435460/sm9wfszp2cpgvftbizjd.webp,true
"""66aa478c4f72b759c798439a""",cafe,original,dolca,170g,6480,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435468/vrcx8f69kdonglwmw7rl.webp,true
"""66aa47a74f72b759c798439b""",cafe,original pack ahorro,dolca,170g,5700,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435495/vuq4rhv5nkpzkj2jmxxd.webp,true
"""66aa47c44f72b759c798439c""",cafe,suave pack ahorro,dolca,170g,5700,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435523/iqcpaujz2bdbboihp5cu.webp,true
"""66aa47d64f72b759c798439d""",cafe,suave,dolca,50g,3000,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435541/pxztpxvihubivlaswga4.webp,true
"""66aa47e54f72b759c798439e""",cafe,suave,dolca,100g,4540,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435556/ztuzgdd6jslxnkw0liqn.webp,true
"""66aa47fe4f72b759c798439f""",cafe,suave,dolca,170g,6480,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722435581/avh2qbszz1s4wwymqwwd.webp,true
"""66aa4d8876200a3b770e40de""",cafe,alta rica,nescafe gold,100g,17300,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722437000/ouja2ytyinbnjekquati.webp,false
"""66aa4db676200a3b770e40df""",cafe,cap colombia,nescafe gold,100g,17300,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722437046/zwf8fqgs2zuzomzl31of.webp,false
"""66aa4def76200a3b770e40e0""",cafe,100% puro,"nescafe ",150g,8800,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722437103/weao280mwjjqpci4b5bm.webp,true
"""66aa4e0b76200a3b770e40e1""",cafe,black roast,"nescafe ",110g,5050,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722437131/ywfawtvxxjz099gcwtgo.webp,false
"""66aa4e2a76200a3b770e40e2""",cafe,descafeinado,"nescafe ",100g,10400,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722437162/kzhaujgayhhabsttwvek.webp,true
"""66aba15f76200a3b770e40e3""",cerveza,lager,schneider,473cm,1500,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722523999/b6nuasxasgrt5dcjnpcr.webp,true
"""66aba17776200a3b770e40e4""",cerveza,rubia,salta cautiva,473cm,2000,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524022/umvvpzz16wfgyfxaoeyd.webp,true
"""66aba19c76200a3b770e40e5""",pan dulce,con frutas,matero firenze,350g,2700,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524060/sftpy1f6bmmqlwnrtzur.webp,true
"""66aba1af76200a3b770e40e6""",pan dulce,con gotas de chocolate,matero firenze,350g,2700,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524078/vijfg77awfvqtt4f2cgt.webp,true
"""66aba1d176200a3b770e40e7""",galleta,"sesamo sin sal ",granix,185g,850,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524113/cywnkgnteukagjser6yh.webp,true
"""66aba1e076200a3b770e40e8""",galleta,"sésamo ",granix,185g,850,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524127/engsvblaazvdofimlyqm.webp,true
"""66aba1ec76200a3b770e40e9""",galleta,lino,granix,185g,800,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524139/l7rol92lt1dnp7wwf5tw.webp,true
"""66aba1f976200a3b770e40ea""",galleta,cereal,granix,185g,800,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722524152/g67nuz20va65nlzhek52.webp,true
"""66aba69d76200a3b770e40eb""",cerveza,lager,schneider,710cm,2400,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525341/lwkgennh5ssfemxoousr.webp,true
"""66aba6be76200a3b770e40ec""",cerveza,roja,imperial,473cm,2100,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525374/vclgsxr5xavkph0mdbkd.webp,true
"""66aba6e176200a3b770e40ed""",cerveza,golden,imperial,710cm,3000,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525408/ras0dddahcs7tzix1gh1.webp,true
"""66aba6ef76200a3b770e40ee""",cerveza,lager,imperial,710cm,3000,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525423/tbwtwdekawfeuwavcofi.webp,true
"""66aba71b76200a3b770e40ef""",chocolate,block,cofler,110 gr,4600,golosinas,,false
"""66aba79676200a3b770e40f0""",cerveza,pilsner,grolsch,473cm,1900,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525590/vlewfd1sgsay8dabikev.webp,false
"""66aba7cc76200a3b770e40f1""",cerveza,apa,imperial,473cm,2100,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525643/f4qe7uyuguwxmbdgyffi.webp,true
"""66aba7d876200a3b770e40f2""",cerveza,cream stout,imperial,473cm,2100,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525655/dblfdnz2ztgeo55kme2o.webp,true
"""66aba7e976200a3b770e40f3""",cerveza,golden,imperial,473cm,1900,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525673/ykr34ks5stopjjndhehc.webp,true
"""66aba7f876200a3b770e40f4""",cerveza,ipa,imperial,473cm,2100,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525688/p9tvobktq8fcho2dimch.webp,true
"""66aba85576200a3b770e40f5""",cerveza,lager,imperial,473cm,1900,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525780/kfciawlxxqh7ohee7now.webp,true
"""66aba86a76200a3b770e40f6""",cerveza,malta,heniken,473cm,2600,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525802/oyy6q5wquosarsbworel.webp,true
"""66aba8b176200a3b770e40f7""",cerveza,rubia,miller,310cm,2150,bebidas_con_alcohol,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722525872/jpoggt588zqm6raqqmrx.webp,true
"""66acede576200a3b770e40f8""","café ","tostado 100% arábica ",la virginia,500g,9200,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609125/fpfi3cswupa1znhg360j.webp,false
"""66acee3376200a3b770e40f9""",café,torrado,la virginia,20 saquitos,3600,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609202/ck7qv8ouysgx9nqh4uj4.webp,true
"""66acee7f76200a3b770e40fa""",café,instantáneo pack ahorro,la virginia,170g,4590,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609279/zvnyh12ipqjviawxjsdz.webp,true
"""66aceed376200a3b770e40fb""",café,instantáneo,la virginia,170g,5200,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609362/bbbo4lbo1y9dmspn1mwv.webp,true
"""66aceee276200a3b770e40fc""",café,instantáneo,la virginia,50g,1820,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609377/nzlsal4buoqtbybvopzi.webp,true
"""66acef0976200a3b770e40fd""",café,instantáneo,la virginia,100g,3350,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609417/mdu2tmazf8rmolccqe17.webp,true
"""66acef3176200a3b770e40fe""",café,instantáneo suave pack ahorro,la virginia,170g,4590,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609456/hihlwkg7uxtxqdm1zaip.webp,true
"""66acef4576200a3b770e40ff""",café,instantáneo suave,la virginia,170g,5200,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609476/eywszrpggmgydzqdq4fc.webp,true
"""66acef5676200a3b770e4100""",café,instantáneo suave,la virginia,50g,1820,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609494/mmisilcwacjrbtgxjwgx.webp,true
"""66acef6876200a3b770e4101""",café,instantáneo suave,la virginia,100g,3350,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609511/qiz7lxb8xw9rqss4iboc.webp,true
"""66acef8776200a3b770e4102""",café,kalma descafeinado,la virginia,100g,4600,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609543/s96knscwftt5klmdqsyz.webp,true
"""66acf00976200a3b770e4103""","café ",torrado,la virginia,500g,7500,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609672/dit5mjorknwr8iw3ormq.webp,true
"""66acf01776200a3b770e4104""","café ",torrado,la virginia,250g,3750,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609686/jxarzsedg1i5lpy2pnjf.webp,true
"""66acf02c76200a3b770e4105""","café ",torrado,la virginia,125g,2100,cafe,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609707/tmy8vxs5uxwkxh2uht0n.webp,true
"""66acf07c76200a3b770e4106""",papel higenico,fresh,higienol,4 rollo | 30 m,1700,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609788/ogmzmanh0vuydrgevrxy.webp,true
"""66acf09976200a3b770e4107""",papel higenico,max,higienol,4 rollo | 80 m,3800,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609817/cky4mrwkuy1f5d61oow0.webp,true
"""66acf0f376200a3b770e4108""",papel higenico,plus doble hoja,higienol,4 rollo | 30 m,2900,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722609907/tsv7hrfyy2iqro753twl.webp,true
"""66acf19176200a3b770e4109""",tostadas de arroz,"clásicas ","carilo ",150g,1560,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722610064/czlemtv2mpy644y3ypil.webp,true
"""66acf1a476200a3b770e410a""",tostadas de arroz,dulces,"carilo ",150g,1560,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722610084/x6chugcegfrbdc3xjoge.webp,true
"""66acf1bf76200a3b770e410b""",tostadas de arroz,integral,"carilo ",150g,1560,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722610111/o9n6ugzbsiqjywdnwiwg.webp,true
"""66acf20476200a3b770e410c""",tostadas de arroz,sin sal,"carilo ",150g,1560,galletas,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722610179/bodhliiqzjkquxis7r8g.webp,true
"""66b120bc76200a3b770e410d""",protector diario,normal,nosotras,20 unidades,1150,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722884283/n2jgxwps8cg12dfx38lr.webp,true
"""66b120da76200a3b770e410e""",protector diario,largos,nosotras,15 unidades,1000,limpieza,https://res.cloudinary.com/dp7xhhcec/image/upload/v1722884313/il7kmilw2teceuxy4q4r.webp,true
